MODIFIER_SOFT_ATTACK;非裝甲進攻;;;;;;;;;;X
MODIFIER_HARD_ATTACK;裝甲攻擊;;;;;;;;;;X
MODIFIER_NUKE_RESEARCH;核能研究速度;;;;;;;;;;X
MODIFIER_AMM_MOVEMENT_SPEED;機動單位移動速度;;;;;;;;;;X
MODIFIER_WINTER_EFFECTS;寒冬效果;;;;;;;;;;X
MODIFIER_JUNGLE_EFFECTS;叢林效果;;;;;;;;;;X
MODIFIER_LEADER_DEFENCE;將領防禦;;;;;;;;;;X
MODIFIER_SW_NATIONAL_UNITY_EFFECT;戰略作戰懲罰;;;;;;;;;;X
RESOURCE_BONUS_ALIGNMENT_TT;如果靠近一個陣營他們將向陣營領袖提供$RESOURCES$。;;;;;;;;;;X
CAN_GIVE_STRAT_BONUS;足夠接近以向$WHO$提供$RESOURCES$。;;;;;;;;;;X
CAN_GIVE_STRAT_BONUS_BUT_NONE;足夠接近以向$WHO$提供戰略資源，但他們沒有……;;;;;;;;;;X
EFF_NO_MORE_RES;將不再擁有戰略資源。\n;;;;;;;;;;X
EFF_STRAT_RES;將擁有$WHICH$。\n;;;;;;;;;;X
HAS_NO_STRATEGIC_RESOURCE;沒有戰略資源。\n;;;;;;;;;;X
HAS_STRATEGIC_RESOURCE;擁有戰略資源。\n;;;;;;;;;;X
DOES_HAVE_STRATRES;擁有$NAME$。\n;;;;;;;;;;X
DOES_NOT_HAVE_STRATRES;沒有$NAME$。\n;;;;;;;;;;X
PW_STRAT_RESOURCES;戰略資源;;;;;;;;;;X
STRAT_DET_RES_TT;$NAME$\n$EFFECT$\n$FROM$;;;;;;;;;;X
aluminium;鋁;;;;;;;;;;X
rubber;橡膠;;;;;;;;;;X
heavy_water;重水;;;;;;;;;;X
uranium;鈾;;;;;;;;;;X
tungsten;鎢;;;;;;;;;;X
fur;毛皮;;;;;;;;;;X
black_soil;黑土地;;;;;;;;;;X
cinchona;金雞納;;;;;;;;;;X
helium;氦;;;;;;;;;;X
gold;黃金;;;;;;;;;;X
horses;馬匹;;;;;;;;;;X
antibiotics;抗生素;;;;;;;;;;X
ballbearings;球形軸承;;;;;;;;;;X
prefab_ship_facilities;預製船舶設備;;;;;;;;;;X
dockyard_facilities;造船設備;;;;;;;;;;X
oil_refinery;石油精煉廠;;;;;;;;;;X
automotive_industry;汽車工業;;;;;;;;;;X
UNITBASEPROVINCE_INFO;此處有$AMOUNT$單位在這裏，該基地每天可以有效地修理$DAILY$單位。;;;;;;;;;;X
UW_BASE_AIR_SUPPLY_INFO;$NAME$當前正以$VAL$%的效率修理飛機。它每天可以處理$DAILY$個空軍聯隊，這裏停駐了$PLANES$個。;;;;;;;;;;X
UW_BASE_NAVAL_SUPPLY_INFO;$NAME$當前正以$VAL$%的效率修理艦船。它每天可以處理$DAILY$艘艦船，這裏停駐了$SHIPS$艘。;;;;;;;;;;X
NO_CURR_EFFECTS_ON_NU;當前國家凝聚力沒有受到任何影響。;;;;;;;;;;X
EFFECT_SIZE_MOD_NU;規模的變化受到了以下因素的修正：;;;;;;;;;;X
UW_SUPPLY_STATUS2;每天消耗$CON$補給而前一天獲得了$VAL$%補給。$FROM$還儲備有$DAYS$天的補給。;;;;;;;;;;X
UW_SUPPLY_FUEL2;每天消耗$CON$燃料而前一天獲得了$VAL$%燃料。$FROM$還儲備有$DAYS$天的燃料。;;;;;;;;;;X
REMOVE_BRIGADE;移除旅：$NAME$\n;;;;;;;;;;X
BRIGADE_IN_COMBAT;處於戰鬥中的旅：$NAME$;;;;;;;;;;X
BRIGADE_NOT_IN_COMBAT;未處於戰鬥中的旅：$NAME$;;;;;;;;;;X
SCENARIO_DESERTFOX;沙漠之狐;;;;;;;;;;X
SCENARIO_DESERTFOX_DESC;西方沙漠戰役是一連串的爭鬥。英國在埃及對意大利的侵略進行了反擊並將其逐入利比亞，甚至俘獲了大量的意大利戰俘。意\n大利不得不依靠埃爾溫·隆美爾將軍領導下德國部隊的介入才避免了全面的崩潰。軸心國部隊將針對盟軍發動了多次大規模突\n襲，每一次都迫使盟軍部隊向埃及後退，但盟軍也多次發動反擊並奪回失地。在第二次同時也是最終的軸心國攻勢中，盟軍被\n徹底驅入埃及。然而盟軍在阿拉曼重獲勝利並設法將軸心國徹底驅出了利比亞。\n該劇本的結束時間爲1943年1月1日;;;;;;;;;;X
SCENARIO_bulge;突出部戰役;;;;;;;;;;X
SCENARIO_bulge_DESC;突出部戰役，同時被稱爲阿登戰役，是二戰中德國最後一次大規模攻勢。目標是推進到海岸，包圍並消滅比利時的盟軍部隊，\n德國希望能借此迫使盟軍尋求和平從而將力量集中到東綫。發動於1944年12月16日的攻擊達成了幾乎完全的奇襲，惡劣的天氣\n阻止了盟軍利用他們巨大的空軍優勢。然而，儘管初戰告捷，猛烈的抵抗延緩了進攻從而使盟軍得以進行反擊，同時轉好的天\n氣允許他們藉助其空軍的完整力量。進攻的失敗使德國失去了用於防衛西部邊境的部隊，盟軍也繼續向德國境內迅速推進。\n該劇本的結束時間爲1945年4月1日;;;;;;;;;;X
SCENARIO_south;南進攻勢;;;;;;;;;;X
SCENARIO_south_DESC;盟國及美國希望通過對雙方禁運軍事物資來迫使日本與中國之間的戰爭停止。相應的，1941年12月7日，日本天皇向盟國與當\n時中立的美國同時宣戰。日本的主要目標是獲取南方資源地區如馬來半島及荷屬東印度羣島的廉價物資。\n該劇本的結束時間爲1942年8月6日;;;;;;;;;;X
SCENARIO_blue;藍色行動;;;;;;;;;;X
SCENARIO_blue_DESC;藍色行動是德國於1942年夏季在俄羅斯南部發起進攻的行動代號。開始於6月28日的進攻最初獲得了可喜的勝利，但當第六軍\n團在斯大林格勒被擊潰後就停止了。這樣一來整個A集團軍都面臨在蘇軍反擊中被切斷退路並殲滅的巨大危險。\n該劇本的結束時間爲1942年12月31日;;;;;;;;;;X
SCENARIO_UNTHINKABLE;不可思議計劃;;;;;;;;;;X
SCENARIO_UNTHINKABLE_DESC;英國最初是爲了幫助波蘭而捲入戰爭，但二戰結束之後，波蘭卻被蘇聯軍隊佔領並由共產主義傀儡政府所控制。不可思議計劃\n是溫斯頓·丘吉爾提出的，他建議西方盟國進攻蘇聯並保證自由波蘭的安全。\n該劇本的結束時間爲1948年1月1日;;;;;;;;;;X
OURUNDERGROUNDREMOVED_SETUP;當我們的一個地下抵抗基地被摧毀;;;;;;;;;;X
OURUNDERGROUNDREMOVED_HEADER;$minister_of_intelligence$報告;;;;;;;;;;X
OURUNDERGROUNDREMOVED_1;我們在$COUNTRY$$PROV$;;;;;;;;;;X
OURUNDERGROUNDREMOVED_2;的地下抵抗基地;;;;;;;;;;X
OURUNDERGROUNDREMOVED_3;已被發現並摧毀;;;;;;;;;;X
OURUNDERGROUNDREMOVED_4;*;;;;;;;;;;X
OURUNDERGROUNDREMOVED_5;*;;;;;;;;;;X
OURUNDERGROUNDREMOVED_6;*;;;;;;;;;;X
OURUNDERGROUNDREMOVED_LOG;我們在$PROV$的地下抵抗基地被摧毀;;;;;;;;;;X
OURUNDERGROUNDREMOVED_BTN1;好的;;;;;;;;;;X
OURUNDERGROUNDREMOVED_BTN2;好的;;;;;;;;;;X
OURUNDERGROUNDREMOVED_BTN3;查看;;;;;;;;;;X
OURUNDERGROUNDREMOVED_MAP;地下抵抗基地被摧毀！;;;;;;;;;;X
UNDERGROUNDREMOVED_SETUP;當我們摧毀一個地下抵抗基地;;;;;;;;;;X
UNDERGROUNDREMOVED_HEADER;$minister_of_intelligence$報告;;;;;;;;;;X
UNDERGROUNDREMOVED_1;一個位於下列省份的地下抵抗基地;;;;;;;;;;X
UNDERGROUNDREMOVED_2;$PROV$;;;;;;;;;;X
UNDERGROUNDREMOVED_3;已被發現並摧毀;;;;;;;;;;X
UNDERGROUNDREMOVED_4;*;;;;;;;;;;X
UNDERGROUNDREMOVED_5;*;;;;;;;;;;X
UNDERGROUNDREMOVED_6;*;;;;;;;;;;X
UNDERGROUNDREMOVED_LOG;我們摧毀了位於$PROV$的地下抵抗基地;;;;;;;;;;X
UNDERGROUNDREMOVED_BTN1;好的;;;;;;;;;;X
UNDERGROUNDREMOVED_BTN2;好的;;;;;;;;;;X
UNDERGROUNDREMOVED_BTN3;查看;;;;;;;;;;X
UNDERGROUNDREMOVED_MAP;地下抵抗基地被摧毀！;;;;;;;;;;X
WE_NOT_GOVERNMENT_IN_EXILE;我們不是流亡政府;;;;;;;;;;X
UNDERGROUNDS_NOT_PREPARED;我們總共$TOTAL$個地下抵抗單位中當前沒有一個做好了起義準備。;;;;;;;;;;X
UNDERGROUNDS_READY_TO_RISE;我們總共$TOTAL$個地下抵抗單位中當前有$VAL$個做好了起義準備。;;;;;;;;;;X
FULL_RISING;有組織的叛亂！;;;;;;;;;;X
UNDERGROUND_NOT_STRONG_ENOUGH;力量不足。至少需要$LIMIT$而當前只有$CURRENT$;;;;;;;;;;X
UNDERGROUND_STATUS;地下兵力：$CURRENT$/$MAX$;;;;;;;;;;X
MOBILIZE_PARTISANS;動員附近的游擊隊員;;;;;;;;;;X
MOBILIZE_UNDERGROUND;在附近組織地下抵抗基地;;;;;;;;;;X
DFEVTNAME1;增援到達;;;;;;;;;;X
DFEVTDESC1;一支增援部隊到達了塔拉布魯斯;;;;;;;;;;X
DFEVTOPTA1;好！;;;;;;;;;;X
DFEVTNAME11;非洲軍團到達;;;;;;;;;;X
DFEVTDESC11;德國向我們派出了埃爾溫·隆美爾將軍指揮的“非洲軍團”。你知道我們並不是特別需要他們的幫助，但既然他們已經來了那還是需要好好利用。又一個師到達了塔拉布魯斯。;;;;;;;;;;X
DFEVTNAME22;單位召回;;;;;;;;;;X
DFEVTDESC22;最高指揮部命令這些單位前往其他戰區作戰。;;;;;;;;;;X
DFEVTOPTA22;但我這兒的事還沒做完啊！;;;;;;;;;;X
DFEVTNAME24;火炬行動;;;;;;;;;;X
DFEVTDESC24;部隊已經通過海路到達了維希的北非領土;;;;;;;;;;X
DFEVTDESC26;火炬行動是英美侵入維希法國北非領土的作戰，其目標是清除北非的軸心部隊從而爲第二年侵入南歐做好準備。;;;;;;;;;;X
DFEVTNAME27;簡短行動;;;;;;;;;;X
DFEVTDESC27;簡短行動由韋弗爾將軍提出，是對意大利——德國防綫的有限攻勢，最終目標是儘量解除託布魯克的圍城。;;;;;;;;;;X
DFEVTNAME31;丟失託布魯克;;;;;;;;;;X
DFEVTDESC31;託布魯克已經被意大利人奪回。由於這個重要的港口再次被他們控制，他們的補給將得到極大的改善從而有利於進入埃及。;;;;;;;;;;X
DFEVTOPTA31;我們必須奪回它！;;;;;;;;;;X
DFEVTNAME34;增援到達;;;;;;;;;;X
DFEVTDESC34;一支增援部隊到達了亞歷山大;;;;;;;;;;X
DFEVTOPTA34;好！;;;;;;;;;;X
DFEVTNAME37;託布魯克被圍！;;;;;;;;;;X
DFEVTDESC37;軸心國部隊在託布魯克擊敗幷包圍了我們。額外的部隊將會到來以拯救我們的人。;;;;;;;;;;X
DFEVTDESC44;更多的部隊在北非登陸。;;;;;;;;;;X
DFEVTNAME70;入侵克里特;;;;;;;;;;X
DFEVTDESC70;情報部門指出德國即將發動對克里特島的入侵。小規模的守備隊不大可能堅持得住。最高指揮部命令沙漠戰役中能省出的所有部隊前往增援克里特。;;;;;;;;;;X
DFEVTOPTA70;我們只能省出一點點部隊;;;;;;;;;;X
DFEVTOPTB70;他們想要多少我們就派出多少！;;;;;;;;;;X
DFEVTOPTC70;當前我們無法派出增援;;;;;;;;;;X
DFEVTNAME71;入侵克里特——德國勝利;;;;;;;;;;X
DFEVTDESC71;德國通過一場宏大的空降突襲成功侵入了克里特島。通過控制這個重要的島嶼，他們可以進一步侵入塞浦路斯乃至埃及。;;;;;;;;;;X
DFEVTNAME72;入侵克里特——盟軍勝利;;;;;;;;;;X
DFEVTDESC72;德國並未取得空降突襲克里特島的成功。他們傷亡慘重的敗北意味着克里特島依然是東地中海一個優秀的海空軍基地。;;;;;;;;;;X
DFEVTNAME84;敘利亞;;;;;;;;;;X
DFEVTDESC84;我們的空軍偵察到德國和意大利飛機降落到了敘利亞的機場。很明顯維希法國允許軸心國部隊進入這個地區，從而威脅到我們在伊拉克的防綫。這必須被阻止。;;;;;;;;;;X
DFEVTOPTA84;這意味着戰爭;;;;;;;;;;X
DFEVTOPTB84;我們現在很忙;;;;;;;;;;X
DFEVTNAME86;補給敘利亞;;;;;;;;;;X
DFEVTOPTA86;給他們;;;;;;;;;;X
DFEVTOPTB86;他們得靠自己;;;;;;;;;;X
DFEVTNAME87;後勤;;;;;;;;;;X
DFEVTDESC87;一部分燃料和補給已經到達。;;;;;;;;;;X
FBEVTNAME1;增援到達;;;;;;;;;;X
FBEVTDESC1;同志，紅軍最高指揮部指派了第1、第4和第5坦克集團軍來到你的防綫。用它們碾碎納粹侵略者！;;;;;;;;;;X
FBEVTOPTA1;好！;;;;;;;;;;X
FBEVTDESC2;同志，紅軍最高指揮部已經讓外卡弗加方面軍加入你的麾下。不惜一切代價保衛祖國！;;;;;;;;;;X
FBEVTDESC3;同志，由於你的防綫崩潰，紅軍最高指揮部已經指派後備師前來增援。好好使用他們。;;;;;;;;;;X
FBEVTDESC4;同志，紅軍最高指揮部已經指派後備空軍聯隊前來增援。將法西斯侵略者趕回去！;;;;;;;;;;X
FBEVTDESC5;將軍先生，陸軍高級司令部已經指派後備部隊前來增援。元首期待你儘快佔領高加索地區的油田。;;;;;;;;;;X
FBEVTOPTA5;好！;;;;;;;;;;X
OUEVTNAME1;盟軍在南方勝利;;;;;;;;;;X
OUEVTDESC1;我們在南歐的部隊已經徹底擊敗了對立的蘇聯部隊。這意味着我們可以向北方戰綫派出增援部隊。;;;;;;;;;;X
OUEVTOPTA1;進展順利！;;;;;;;;;;X
OUEVTNAME2;蘇聯在南方勝利;;;;;;;;;;X
OUEVTDESC2;同志！我們在南歐的部隊已經徹底擊敗了資本主義叛徒的部隊。這意味着我們光榮的紅軍可以獲得更多的增援來碾碎西方帝國主義者！;;;;;;;;;;X
OUEVTOPTA2;數量和質量都有保證;;;;;;;;;;X
OUEVTNAME4;日本加入共產國際;;;;;;;;;;X
OUEVTDESC4;蘇聯與日本帝國簽署了盟約。雖然他們絕非朋友，但他們不得不聯合起來對抗他們共同的敵人：同盟國勢力。;;;;;;;;;;X
OUEVTNAME5;日本向盟國投降;;;;;;;;;;X
OUEVTDESC5;由於本土被侵入，同時原子彈也摧毀了他們不少城市，日本帝國不得不向盟國投降。太平洋地區的部隊將很快航運到歐洲以對抗紅色威脅。;;;;;;;;;;X
OUEVTNAME11;允許使用核武器;;;;;;;;;;X
OUEVTDESC11;在對日本進行成功的核攻擊後，杜魯門總統允許使用這種新式武器來對抗蘇聯。;;;;;;;;;;X
OUEVTOPTA11;我希望沒人發明它們;;;;;;;;;;X
ENDGAMEHEADER_Battle_of_the_Bulge_GER_WIN;勝利！;;;;;;;;;;X
ENDGAMEHEADER_Battle_of_the_Bulge_GER_LOSS;失敗！;;;;;;;;;;X
ENDGAMEHEADER_Battle_of_the_Bulge_USA_WIN;勝利！;;;;;;;;;;X
ENDGAMEHEADER_Battle_of_the_Bulge_USA_LOSS;失敗！;;;;;;;;;;X
ENDGAMEBODY_Battle_of_the_Bulge_GER_WIN;我們在這裏的勝利使盟軍相信在歐洲大陸的戰鬥只會犧牲更多的生命，只有和平談判纔是唯一的解決方案。這樣我們的部隊可以解放出來以集中精力對付俄國人，我們無疑將很快擊潰他們的軍隊並把他們趕到烏拉爾山東邊。;;;;;;;;;;X
ENDGAMEBODY_Battle_of_the_Bulge_GER_LOSS;我們在這裏的失敗決定了德國的命運。我們的損失無法補充，我們再也沒有足夠的部隊防禦西部邊境了。沒有增援的情況下，我們在東綫的部隊也無法阻止蘇聯人的持續進攻。失敗是必然的，剩下的問題僅僅是哪一方的敵人首先到達柏林。;;;;;;;;;;X
ENDGAMEBODY_Battle_of_the_Bulge_USA_WIN;隨着德國的進攻完全停止，他們已經對反擊敞開了大門。他們的增援已經消耗殆盡，他們的空軍已經被摧毀，他們的士氣已經崩潰。我們的部隊已經準備好進入德國，同時在東方蘇聯人也在以固定的步調進行進攻。;;;;;;;;;;X
ENDGAMEBODY_Battle_of_the_Bulge_USA_LOSS;我們在這裏的失敗使盟軍相信在歐洲大陸的戰鬥只會犧牲更多的生命，只有和平談判纔是唯一的解決方案。我們只能期望蘇聯能享受一場更偉大的勝利。;;;;;;;;;;X
ENDGAMEBUTTON_Battle_of_the_Bulge_GER_WIN;進展順利！;;;;;;;;;;X
ENDGAMEBUTTON_Battle_of_the_Bulge_GER_LOSS;稍微挫折;;;;;;;;;;X
ENDGAMEBUTTON_Battle_of_the_Bulge_USA_WIN;進展順利！;;;;;;;;;;X
ENDGAMEBUTTON_Battle_of_the_Bulge_USA_LOSS;稍微挫折;;;;;;;;;;X
ENDGAMEHEADER_desert_fox_ENG_WIN;勝利！;;;;;;;;;;X
ENDGAMEHEADER_desert_fox_ENG_LOSS;失敗！;;;;;;;;;;X
ENDGAMEHEADER_desert_fox_ITA_WIN;勝利！;;;;;;;;;;X
ENDGAMEHEADER_desert_fox_ITA_LOSS;失敗！;;;;;;;;;;X
ENDGAMEBODY_desert_fox_ITA_WIN;隨着我們的偉大勝利，意大利的地中海帝國再一次形成。埃及再一次納入我們的控制，從而讓我們可以奪回東非殖民地並且將英國人完全逐出中東。;;;;;;;;;;X
ENDGAMEBODY_desert_fox_ITA_LOSS;盟軍最終控制了非洲而意大利已經敞開了防綫。士氣由於我們無休止的一連串可恥失敗而降到了歷史最低點。公衆對戰爭的支持已經徹底衰退，關於政變與和平的討論已經開始公開化。;;;;;;;;;;X
ENDGAMEBODY_desert_fox_ENG_WIN;隨着將軸心國踢出非洲，我們的護航船隊可以再一次通過地中海，避免不得不繞過非洲的遙遠航程。我們的下一步是侵入西西里島，意大利人在這裏戰敗後士氣低落，對本土的侵入也許可以迫使他們退出戰爭。;;;;;;;;;;X
ENDGAMEBODY_desert_fox_ENG_LOSS;由於失去了蘇伊士運河，我們在地中海的命運已經黯淡了。軸心國的一連串勝利導致先前保持中立的國家越來越傾向於軸心國集團，當前我們已經聽到了來自西班牙與土耳其的不安的聲音。;;;;;;;;;;X
ENDGAMEBUTTON_desert_fox_ITA_WIN;重生的羅馬！;;;;;;;;;;X
ENDGAMEBUTTON_desert_fox_ITA_LOSS;至少火車準點;;;;;;;;;;X
ENDGAMEBUTTON_desert_fox_ENG_WIN;攻擊軸心國的軟肋！;;;;;;;;;;X
ENDGAMEBUTTON_desert_fox_ENG_LOSS;嘗試不動聲色;;;;;;;;;;X
ENDGAMEBUTTON_Fall_Blau_ENG_LOSS;不動聲色;;;;;;;;;;;;x;x
ENDGAMEHEADER_Fall_Blau_GER_WIN;勝利！;;;;;;;;;;;;x;x
ENDGAMEHEADER_Fall_Blau_GER_LOSS;失敗！;;;;;;;;;;;;x;x
ENDGAMEHEADER_Fall_Blau_SOV_WIN;勝利！;;;;;;;;;;;;x;x
ENDGAMEHEADER_Fall_Blau_SOV_LOSS;失敗！;;;;;;;;;;;;x;x
ENDGAMEBODY_Fall_Blau_GER_WIN;現在巴庫油田已經納入我們的控制，我們的燃料問題已經是過去式，而蘇聯人才需要面對這個問題了。斯大林格勒的失守同時也對斯大林的威信造成了極大的打擊。由於這些優勢，蘇聯的失敗不再遙遠了。;;;;;;;;;;;;x;x
ENDGAMEBODY_Fall_Blau_GER_LOSS;我們攻勢的失敗給了蘇聯更多的時間來恢復最初的損失，他們或許會很快發動一次反擊。現在這場戰爭看起來會變得很持久了。;;;;;;;;;;;;x;x
ENDGAMEBODY_Fall_Blau_SOV_WIN;最近一次德國的進攻已經被挫敗，而我們的部隊已經準備好儘快發動反擊。這些法西斯侵略者將很快爲侵略祖國而後悔萬分！;;;;;;;;;;;;x;x
ENDGAMEBODY_Fall_Blau_SOV_LOSS;我們沒能成功阻止最近一次的德國進攻，這將對來春莫斯科的防禦造成可怕的影響。;;;;;;;;;;;;x;x
ENDGAMEBUTTON_Fall_Blau_GER_WIN;莫斯科是下一個！;;;;;;;;;;;;x;x
ENDGAMEBUTTON_Fall_Blau_GER_LOSS;我確定明年會更好;;;;;;;;;;;;x;x
ENDGAMEBUTTON_Fall_Blau_SOV_WIN;暢飲伏特加吧！;;;;;;;;;;;;x;x
ENDGAMEBUTTON_Fall_Blau_SOV_LOSS;暢飲伏特加吧;;;;;;;;;;;;x;x
ENDGAMEHEADER_Southern_Conquests_JAP_WIN;勝利！;;;;;;;;;;;;x
ENDGAMEHEADER_Southern_Conquests_JAP_LOSS;失敗！;;;;;;;;;;;;x
ENDGAMEHEADER_Southern_Conquests_USA_WIN;勝利！;;;;;;;;;;;;x
ENDGAMEHEADER_Southern_Conquests_USA_LOSS;失敗！;;;;;;;;;;;;x
ENDGAMEHEADER_Southern_Conquests_ENG_WIN;勝利！;;;;;;;;;;;;x
