power_hungry_demagogue;渴望力量的煽動者;;;;;;;;;;x
barking_buffoon;咆哮的小丑;;;;;;;;;;x
stern_imperialist;嚴厲的帝國主義者;;;;;;;;;;x
ruthless_powermonger;殘忍的權利投機者;;;;;;;;;;x
autocratic_charmer;獨裁魔術師;;;;;;;;;;x
resigned_generalissimo;聽天命的大元帥;;;;;;;;;;x
benevolent_gentleman;仁愛的紳士;;;;;;;;;;x
weary_stiff_neck;疲倦的造作者;;;;;;;;;;x
insignificant_layman;無關緊要的外行;;;;;;;;;;x
die_hard_reformer;頑固的改革家;;;;;;;;;;x
pig_headed_isolationist;愚蠢的孤立主義者;I;;;;;;;;;x
popular_figurehead;受歡迎但有名無實的領袖;;;;;;;;;;x
silent_workhorse;沉默的實幹家;;;;;;;;;;x
naive_optimist;天真的樂觀主義者;;;;;;;;;;x
flamboyant_tough_guy;精力過人的硬漢;;;;;;;;;;x
happy_amateur;快樂的業餘政治家;;;;;;;;;;x
backroom_backstabber;密謀的暗害者;;;;;;;;;;x
smiling_oilman;微笑的石油商;;;;;;;;;;x
old_general;老陸軍將軍;;;;;;;;;;x
old_admiral;老海軍上將;;;;;;;;;;x
old_air_marshal;老空軍元帥;;;;;;;;;;x
political_protege;政治上的受保護人;;;;;;;;;;x
ambitious_union_boss;雄心壯志的聯盟領導人;;;;;;;;;;x
corporate_suit;法人代表;;;;;;;;;;x
research_specialist;調查專家;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Government Types;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
national_socialism;國家社會主義制度;;;;;;;;;;x
fascist_republic;法西斯共和制度;;;;;;;;;;x
germanic_fascist_republic;法西斯共和制度;;;;;;;;;;x
right_wing_autocrat;右翼獨裁製度;;;;;;;;;;x
right_wing_republic;右翼共和制度;;;;;;;;;;x
hungarian_right_wing_republic;右翼共和制度;;;;;;;;;;x
absolute_monarchy;君主專制制度;;;;;;;;;;x
imperial;帝國制;;;;;;;;;;x
social_conservatism;社會保守主義制度;;;;;;;;;;x
spanish_social_conservatism;社會保守主義制度;;;;;;;;;;x
market_liberalism;貿易自由主義制度;;;;;;;;;;x
social_democracy;社會民主主義制度;;;;;;;;;;x
social_liberalism;社會自由主義制度;;;;;;;;;;x
left_wing_radicals;左翼激進制度;;;;;;;;;;x
socialist_republic;社會主義共和制度;;;;;;;;;;x
federal_socialist_republic;社會主義共和國聯邦制度;;;;;;;;;;x 
absolute_monarchy_ruler;國王;;;;;;;;;;x
right_wing_republic_ruler;總統;;;;;;;;;;x
social_conservatism_ruler;首相;;;;;;;;;;x
germanic_fascist_republic_ruler;宰相;;;;;;;;;;x
market_liberalism_ruler;總統;;;;;;;;;;x
socialist_republic_ruler;主席;;;;;;;;;;x
right_wing_autocrat_ruler;將軍;;;;;;;;;;x
social_liberalism_ruler;總統;;;;;;;;;;x
social_democracy_ruler;首相;;;;;;;;;;;;x
imperial_ruler;皇帝;;;;;;;;;;x
national_socialism_ruler;元首;;;;;;;;;;x
fascist_republic_ruler;領袖;;;;;;;;;;x
hungarian_right_wing_republic_ruler;攝政王;;;;;;;;;;x
left_wing_radicals_ruler;總統;;;;;;;;;;x
federal_socialist_republic_ruler;同志;;;;;;;;;;x
spanish_social_conservatism_ruler;獨裁者;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Laws ;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
civil_law;公民權利;;;;;;;;;;x
conscription_law;兵役制度;;;;;;;;;;x
economic_law;經濟政策;;;;;;;;;;x
education_investment_law;教育體制;;;;;;;;;;x
industrial_policy_laws;工業政策;;;;;;;;;;x,
press_laws;新聞法案;;;;;;;;;;x,
training_laws;軍事訓練;;;;;;;;;;x,
open_society;開放社會;;;;;;;;;;x,
open_society_desc;基於政治自由和人權的理念，\n以建設一個開放的，\n非威權統治社會爲目標。;;;;;;;;;;x
limited_restrictions;有限約束;;;;;;;;;;x,
limited_restrictions_desc;維持一個相對開放社會的理念，\n但是加以適當的約束。;;;;;;;;;;x
legalistic_restrictions;法制約束;;;;;;;;;;x,
legalistic_restrictions_desc;努力建立一個以法律體系約束\n並嚴格控制政治行爲的社會。;;;;;;;;;;x,
repression;政治迫害;;;;;;;;;;x,
repression_desc;迫害任何政治或文化上反對現政權的勢力，\n並且限制國民的自由。;;;;;;;;;;x
totalitarian_system;極權體系;;;;;;;;;;x,
totalitarian_system_desc;限制國民生活的各個方面，\n並且允許執政者完全掌控國家。;;;;;;;;;;x
volunteer_army;志願軍制;;;;;;;;;;x,
volunteer_army_desc;通過引入志願服役概念建立軍隊。;;;;;;;;;;x,
one_year_draft;一年兵役制;;;;;;;;;;x,
one_year_draft_desc;通過強制義務役人員服至少一年兵役\n建立戰時武裝力量。;;;;;;;;;;x,,
two_year_draft;兩年兵役制;;;;;;;;;;x,,
two_year_draft_desc;通過增加義務兵役時限至兩年\n改進軍隊的規模和質量。;;;;;;;;;;x,,
three_year_draft;三年兵役制;;;;;;;;;;x,,
three_year_draft_desc;將義務役人員強制服役時間增加到至少三年。;;;;;;;;;;x,,
service_by_requirement;強制兵役;;;;;;;;;;x,,
service_by_requirement_desc;軍隊募兵原則將完全由當前需要決定。;;;;;;;;;;x,,
full_civilian_economy;純民用經濟;;;;;;;;;;x,,
full_civilian_economy_desc;以犧牲軍事生產爲代價，\n在經濟上將集中注意力到民用產品的生產，\n我們可以獲得更多的現金收入以用於進口貿易。;;;;;;;;;;x,
basic_mobilisation;初步動員;;;;;;;;;;x,,
basic_mobilisation_desc;通過轉化部分生產力用於軍事生產，\n我們限制消費品生產，\n這將削弱我們的民用經濟。;;;;;;;;;;x
full_mobilisation;完全動員;;;;;;;;;;x,,
full_mobilisation_desc;通過調整經濟模式爲全面戰時經濟，\n我們提高了用於軍事生產的資源，\n但在民用經濟上付出顯著代價。;;;;;;;;;;x
war_economy;戰時經濟;;;;;;;;;;x,,
war_economy_desc;通過調整經濟模式爲全面戰時經濟，\n我們大大提高了用於軍事生產的資源，\n但在民用經濟上付出嚴重代價。;;;;;;;;;;x
total_economic_mobilisation;經濟總動員;;;;;;;;;;x,,
total_economic_mobilisation_desc;通過經濟總動員我們徹底消除了消費品生產\n以實現可用於軍事生產的工業規模巨大提升。;;;;;;;;;;x
minimal_education_investment;最低教育投資;;;;;;;;;;x
minimal_education_investment_desc;在教育上僅僅保持最低投資。;;;;;;;;;;x
average_education_investment;平均教育投資;;;;;;;;;;x
average_education_investment_desc;增加投入以改善教育。;;;;;;;;;;x
medium_large_education_investment;大量教育投資;;;;;;;;;;x
medium_large_education_investment_desc;增加當前投入以實現教育水平質的變化。;;;;;;;;;;x
big_education_investment;最高教育投資;;;;;;;;;;x
big_education_investment_desc;將教育投資提高到極限。;;;;;;;;;;x
consumer_product_orientation;面向消費品生產;;;;;;;;;;x
consumer_product_orientation_desc;將工業生產最主要份額分配到消費品生產。;;;;;;;;;;x
mixed_industry;混合工業;;;;;;;;;;x
mixed_industry_desc;努力建立一個輕重型協調發展的工業模式。;;;;;;;;;;x
heavy_industry_emphasis;強調重工業;;;;;;;;;;x
heavy_industry_emphasis_desc;通過對重工業發展的傾斜來改善工業效率。;;;;;;;;;;x
free_press;新聞自由;;;;;;;;;;x
free_press_desc;給予媒體自主出版的自由，\n不加以任何政府幹涉和控制。;;;;;;;;;;x
censored_press;新聞審查;;;;;;;;;;x,
censored_press_desc;通過禁止任何未經當局審覈內容發表\n對新聞出版進行限制。;;;;;;;;;;x,
state_press;官方媒體;;;;;;;;;;x,
state_press_desc;所有媒體都有國家所用並控制。\n他們自然而然的會忠實對黨的路線鸚鵡學舌。\n儘管諷刺的是，\n更多的人會懷疑他們並非總是100%的正確。;;;;;;;;;;x
propaganda_press;蠱惑宣傳;;;;;;;;;;x,
propaganda_press_desc;蠱惑宣傳我們的主張並鼓舞人民的自豪感.;;;;;;;;;;x,
minimal_training;最低訓練;;;;;;;;;;x,
minimal_training_desc;通過限制軍事訓練的必要時間來維持\n徵兵費用和組織消耗在最低程度。;;;;;;;;;;x,
basic_training;基本訓練;;;;;;;;;;x,
basic_training_desc;對軍事人員的訓練提高要求以改善軍隊狀況。;;;;;;;;;;x,
advanced_training;高級訓練;;;;;;;;;;x,
advanced_training_desc;通過對部隊進行高級訓練更進一步改善軍隊狀況。;;;;;;;;;;x,
specialist_training;專業訓練;;;;;;;;;;x,
specialist_training_desc;投入更多的時間和精力到軍事訓練以建立一支專業化的部隊。;;;;;;;;;;x,
##################################################;;;;;;;;;;;;;;x,
# Occupation Policies;;;;;;;;;;;;;;x,,,,
##################################################;;;;;;;;;;;;;;x,,,,
OCCUPIED_COUNTRIES;佔領國家;;;;;;;;;;x,,,,
collaboration_government;協作政府;;;;;;;;;;x,,,,
collaboration_government_desc;我們並不直接管理這些征服的土地，而是支持當地同情者以\n我們的名義統治。通過建立我們和當地人民之間的緩衝，我\n們將減少人民組織抵抗運動的可能，並且協作政府將鼓勵思\n想上接近的國民加入我們的行列。然而他們也對自己合法性\n的確實非常敏感，不會輕易損害他們支持者的利益，因此我\n們在經濟上對該地區的剝削會更加困難。;;;;;;;;;;x
military_government;軍管政府;;;;;;;;;;x,,,,
military_government_desc;通過轉交政府給我們的軍事當局，該地區將通過一系列嚴厲\n的法律和管理。相比協作政府這將是更有效進行經濟剝削的\n方式，但是略寬鬆的法率也許反而能創造更多的資源。由於\n政府對當地情況非常不敏感，民衆不會感到快樂，而與此同\n時嚴厲的法律體系意味着他們會更加不快。;;;;;;;;;;x
full_occupation;完全佔領;;;;;;;;;;x,,,,
full_occupation_desc;利用民政管理者並集中精力從佔領土地上榨取經濟利益，我\n們可以提高從這些地區採集資源的數量。然而，這些民衆沒\n有任何原因期待被強迫爲我們戰爭機器工作，因此當地抵抗\n組織將發現更容易獲得支持。;;;;;;;;;;x,
total_exploitation;完全剝削;;;;;;;;;;x,,,,
total_exploitation_desc;摘下僞善的面具，給所有人戴上枷鎖，除了那些知道如何剝\n削這個國家的人，別管他們是不是貪婪的政客。這將最大化\n我們得到的利益，當然作爲適宜的賞賜其中部分會落入執行\n者的腰包。現在自然而然這些人民會感到不快，不過嘿——\n我們只需要保持強大的佔領軍。;;;;;;;;;;x
no_occupation;不佔領;;;;;;;;;;x,,,,
no_occupation_desc;從未發生。;;;;;;;;;;x,,,,
##################################################;;;;;;;;;;;;;;x,,,,
# Rebels;;;;;;;;;;;;;;x,,,,
##################################################;;;;;;;;;;;;;;x,,,,
nationalist_rebels_title;民族主義者;;;;;;;;;;x,
nationalist_rebels_name;$INDEP$ 民族主義者;;;;;;;;;;x,
nationalist_rebels_desc;民族主義者追求本民族的自由。\n他們有良好的領導和武裝，\n而且他們會集中注意實現他們民族的獨立。;;;;;;;;;;x
nationalist_rebels_army;$COUNTRY$ 民族主義者;;;;;;;;;;x,
patriot_rebels_title;愛國者;;;;;;;;;;x,
patriot_rebels_name;$INDEP$ 愛國者;;;;;;;;;;x,
patriot_rebels_desc;愛國反叛者夢想他們文化上的同類\n重新團結在一面自由的旗幟下。\n注意，他們奪取的省份可能會叛變。;;;;;;;;;;x
patriot_rebels_army;$COUNTRY$ 愛國者;$COUNTRY$ Patriotes;$COUNTRY$ Patrioten;;Patriotas de $COUNTRY$;;;;;;;;;x,
partisans_title;游擊隊;;;;;;;;;;x,
partisans_name;游擊隊;Partisans;Partisanen;;Partisanos;;;;;;;;;x,
partisans_desc;游擊隊同敵對佔領軍作戰，\n並且他們夢想將敵人從自己的國土上驅逐出去。;;;;;;;;;;x
partisans_army;$COUNTRY$ 游擊隊;;;;;;;;;;x,
disgruntled_rabble_title;不滿的暴徒;;;;;;;;;;x,
disgruntled_rabble_name;不滿的暴徒;;;;;;;;;;x,
disgruntled_rabble_desc;這是不滿的國民彙集的烏合之衆，\n僅僅是爲了燒殺搶掠而來。;;;;;;;;;;x,
disgruntled_rabble_army;$COUNTRY$ 暴動者;;;;;;;;;;x,
